id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9824673,STUNNING HOUSE BY OCEAN BEACH -Long term 30+ days!,49499644,Denise,,Seacliff,37.78180354,-122.5073274,Entire home/apt,175,30,5,9/8/2016,0.43,1,274
2134100,Ocean Beach hilltop cottage,10889606,Marty And Alexis,,Seacliff,37.78388809,-122.5085568,Entire home/apt,135,1,244,2/25/2017,6.47,1,228
1931937,Blocks from GG Park & Ocean Beach,7932270,Noam,,Seacliff,37.78156409,-122.4944245,Private room,85,3,45,1/13/2017,1.2,2,81
15285867,Cozy Rendezvous,90996155,Diane,,Seacliff,37.78634278,-122.4895696,Private room,98,1,7,1/17/2017,1.41,2,305
17422548,Classic SF House near GG Bridge w/ Parking!,110525119,Jerry,,Seacliff,37.7837763,-122.4946671,Entire home/apt,350,5,0,,,1,146
17500389,Beach House Condo,55178318,Rafay,,Seacliff,37.7755214,-122.5098719,Private room,70,1,0,,,1,243
11187767,Huge Seacliff Penthouse With Views,58242037,Jonathan,,Seacliff,37.7796847,-122.5104717,Entire home/apt,370,2,6,9/17/2016,0.52,1,172
14252951,Cozy apartment in beautiful SF :),30270108,Safe,,Seacliff,37.78344216,-122.4925496,Entire home/apt,175,1,5,2/20/2017,0.72,1,0
9904485,Great Room!,13046907,John,,Seacliff,37.78548686,-122.4880113,Private room,195,1,0,,,2,0
8411606,comfy oceanside nest,21303289,Eugenia And Alessandro,,Seacliff,37.78667508,-122.4931617,Private room,105,2,64,2/23/2017,4.05,2,50
7856443,The Real San Francisco #2,6076870,Todd And Tatyana,,Seacliff,37.78227777,-122.4927843,Entire home/apt,195,2,20,12/30/2016,2.05,2,0
8001958,Ocean and park front panoramic view,24591867,Raul,,Seacliff,37.78070781,-122.50916,Entire home/apt,1850,1,0,,,1,0
16570521,Lands' End hideaway,21303289,Eugenia And Alessandro,,Seacliff,37.78733113,-122.4921169,Private room,95,4,1,2/27/2017,1,2,85
14652409,Garden of Eden,90996155,Diane,,Seacliff,37.78636887,-122.4905527,Private room,148,1,2,10/23/2016,0.41,2,305
17503185,Exquisite&Large 6Bd Home Jacuzzi/Outdoor terraces,50740071,Jessica,,Seacliff,37.78783541,-122.4887545,Entire home/apt,750,4,0,,,1,176
16362304,Best Master Suite in Town,36381578,Harris,,Seacliff,37.77984146,-122.5054831,Private room,85,3,2,1/22/2017,1.33,3,151
69681,Panorama Pacific View - Pet Friendly,127367,Annette,,Seacliff,37.77706907,-122.5092319,Entire home/apt,170,30,5,3/24/2016,0.08,26,365
1427660,Charming Studio Apt 2 minutes to Ocean Beach,2275604,Laurie,,Seacliff,37.77523613,-122.5091375,Entire home/apt,165,2,279,2/25/2017,6.52,1,237
15664146,Spacious 3 beds in convenient/safe neighborhood,101134145,Ey,,Seacliff,37.78436456,-122.4895147,Entire home/apt,295,2,5,2/16/2017,1.55,1,159
16064495,Charming house with view of Golden Gate Bridge,25596860,Teresa,,Seacliff,37.78792334,-122.484357,Entire home/apt,244,2,0,,,1,0
3168359,Charming & Private Ideal location,16071511,Jamie,,Seacliff,37.77931904,-122.5096352,Entire home/apt,183,3,101,2/27/2017,3.29,2,318
8388658,Mid-century Seacliff near GG Bridge,9996441,Howard,,Seacliff,37.78766423,-122.4891522,Entire home/apt,895,3,0,,,1,0
10961737,Spacious 1bd with balcony,55986312,Djibril,,Seacliff,37.78556601,-122.4887286,Private room,300,1,0,,,1,365
6938818,Best Secret in Town,36381578,Harris,,Seacliff,37.78065902,-122.5056348,Private room,107,3,41,1/19/2017,2,3,217
14790532,A little Peace 'N Haightven,74905944,Brandon,,Haight Ashbury,37.77066518,-122.4392288,Private room,155,1,14,1/22/2017,2.33,1,90
91957,Sunny SF Flat with 5*s 15% Tax Incd,495796,Joy,,Haight Ashbury,37.76193577,-122.4492861,Entire home/apt,300,3,72,12/13/2016,1.09,1,331
12042,Sunny/Sunset view room,21994,Aaron,,Haight Ashbury,37.76894262,-122.4477822,Private room,89,32,5,10/18/2015,0.11,7,365
3809432,Foo,8141082,Varun,,Haight Ashbury,37.77548059,-122.4425208,Entire home/apt,432,1,0,,,1,365
16039976,Prime Location on Panhandle!! (Extra Futon incl.),3812152,Erica,,Haight Ashbury,37.77183116,-122.4398256,Entire home/apt,139,7,1,12/28/2016,0.31,3,25
14008861,Wonderful 2 bedroom with amazing view,83743232,Amanda,,Haight Ashbury,37.77088739,-122.4377069,Entire home/apt,205,1,9,2/11/2017,1.23,1,214
5849626,"Spacious, Accoutered Studio",7221947,Tiffany,,Haight Ashbury,37.77451758,-122.4449008,Entire home/apt,200,3,82,2/24/2017,3.89,1,28
126046,SF Victorian With Skyline Views ,625762,Ryan And Lindsea,,Haight Ashbury,37.76813476,-122.444936,Entire home/apt,221,30,75,10/31/2016,1.13,2,245
1561827,Charming Nopa garden unit,2209484,Britt,,Haight Ashbury,37.77368,-122.4398828,Entire home/apt,156,5,5,8/15/2016,0.12,1,68
172943,Redwood Cottage on Ashbury Heights,825576,Stephan,,Haight Ashbury,37.76021727,-122.4494976,Entire home/apt,279,2,0,,,1,365
5117430,Stay on Corner of Haight & Ashbury,5850811,Loni,,Haight Ashbury,37.76988271,-122.4477764,Private room,164,1,0,,,1,0
10926639,Large room with its own bathroom & 2 beds.,196333,Erik,,Haight Ashbury,37.77362984,-122.4465675,Private room,109,2,42,2/26/2017,3.23,1,34
8275971,Alamo Square Studio,25169174,Tony,,Haight Ashbury,37.7758836,-122.4383844,Entire home/apt,400,3,0,,,1,0
13273159,Beautifully designed/remodeled 3BD 2BA in NOPA,2564937,Christine,,Haight Ashbury,37.7742115,-122.4489066,Entire home/apt,600,2,1,7/15/2016,0.13,1,0
2738331,1 bdrm Haight Ashbury apt w/ garden,14011603,Flip,,Haight Ashbury,37.76917574,-122.4500037,Entire home/apt,169,3,85,2/20/2017,2.67,1,304
14505925,Extra Large Room - Your Own Studio - 2,2442220,Dan,,Haight Ashbury,37.77117421,-122.4443507,Private room,125,7,5,10/9/2016,0.86,1,364
10881291,Light Filled Edwardian Flat,43026751,Todd,,Haight Ashbury,37.76533066,-122.4439406,Entire home/apt,800,1,0,,,1,0
2066868,Peaceful Apartment in the Panhandle,5637635,Eileen,,Haight Ashbury,37.7733949,-122.4459532,Entire home/apt,250,2,0,,,1,0
6374167,Private Quiet Room,33217272,Joanna,,Haight Ashbury,37.76637208,-122.4467014,Private room,80,7,9,1/19/2017,0.57,1,124
72205,Cute Cole Valley Cottage w/ Views,373635,Amanda,,Haight Ashbury,37.76073295,-122.4471673,Entire home/apt,500,4,1,7/4/2011,0.01,1,60
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,,Haight Ashbury,37.76892288,-122.4461472,Entire home/apt,177,30,106,12/28/2016,1.74,2,245
1206184,In the Heart of Haight/Ashbury # 4 STR-0001966,4677165,Ashirvadam,,Haight Ashbury,37.77112586,-122.4461646,Private room,89,1,160,2/26/2017,3.54,4,362
16652963,private room in upper haight,110085420,Munique,,Haight Ashbury,37.76780751,-122.4473702,Private room,115,1,0,,,2,353
14126085,Cute one bedroom in Cole Valley!,10969885,Jane,,Haight Ashbury,37.76659661,-122.4510759,Entire home/apt,140,2,30,2/21/2017,4.35,1,260
6888361,"Clean, Renovated & Comfy!",7678637,Jonathan,,Haight Ashbury,37.76661404,-122.4512406,Entire home/apt,330,2,7,10/12/2015,0.35,1,365
4886010,Bright private room with bathroom,2994563,Joanna,,Haight Ashbury,37.77017821,-122.4505405,Private room,145,1,0,,,1,213
5204426,"4 BR, 2.5BA Family Friendly Home",17130018,Erik,,Haight Ashbury,37.76465334,-122.4525681,Entire home/apt,600,3,4,11/27/2016,0.2,1,0
16338618,Heart of the Haight // Private Bed + Bath,13526805,Milena,,Haight Ashbury,37.76951396,-122.4530087,Private room,134,2,0,,,1,70
13901471,Iconic Haight St Apt Bordering Golden Gate Park!,15691606,Michael,,Haight Ashbury,37.77030159,-122.4523396,Private room,250,2,15,2/13/2017,1.92,1,3
3333870,Cole Valley Smart and Stylish Suite,16831526,Nancy,,Haight Ashbury,37.76350829,-122.4458448,Private room,150,2,91,2/12/2017,2.77,1,358
10863455,Luxurious Victorian Flat,1930402,Meng,,Haight Ashbury,37.7705796,-122.4456823,Entire home/apt,350,1,9,2/24/2017,0.9,1,110
8142,Friendly Room Apartment Style,21994,Aaron,,Haight Ashbury,37.76487219,-122.451828,Private room,65,32,6,5/18/2016,0.2,7,357
10801460,2 BR/1 B Perfect for Super Bowl 50!,3812152,Erica,,Haight Ashbury,37.77169196,-122.4399261,Entire home/apt,800,2,0,,,3,0
16860163,Charming room in Haight Ashbury,8623325,Bailey,,Haight Ashbury,37.76994265,-122.4411638,Private room,65,1,0,,,2,125
9681616,Cole Valley Vista- Live the city!,49932409,Sharon,,Haight Ashbury,37.76655425,-122.4489661,Entire home/apt,500,3,11,12/27/2016,0.8,1,356
10363272,Beautiful and spacious NoPa home,53336375,Bryce,,Haight Ashbury,37.77218075,-122.4489603,Entire home/apt,1450,4,0,,,1,0
12041,Sunny/Sunset view room,21994,Aaron,,Haight Ashbury,37.77018946,-122.4459422,Private room,89,32,5,10/16/2016,0.08,7,365
8908906,Spacious Apartment  Haight Ashbury,27653019,Thomas,,Haight Ashbury,37.77105561,-122.4443931,Entire home/apt,320,1,0,,,1,0
671230,Bungalow on top of San Francisco,3401792,Jeff,,Haight Ashbury,37.76881029,-122.4404588,Entire home/apt,250,2,9,9/22/2016,0.17,1,365
1945508,"Gorgeous, bright, NOPA flat, views",3800640,Julie,,Haight Ashbury,37.7690727,-122.4375496,Private room,150,3,28,12/9/2016,0.92,1,365
3138935,"Central SF, Secluded 2BR Garden Apt",5391643,Dan,,Haight Ashbury,37.77424379,-122.4515903,Entire home/apt,213,2,111,2/20/2017,3.31,1,340
1144148,700sqft Walk Out Patio in Haight,4284256,Bryan,,Haight Ashbury,37.77447499,-122.448178,Entire home/apt,135,3,23,1/26/2017,0.53,1,21
4623011,Former B&B in the heart of S.F.,23942099,Robert Stern &,,Haight Ashbury,37.76250699,-122.4480305,Private room,125,2,16,2/19/2017,0.81,5,356
130775,Emergency happy room-sink/tv,21994,Aaron,,Haight Ashbury,37.76608594,-122.451262,Private room,65,32,8,8/21/2016,0.14,7,365
11927222,"Bright, top floor, quiet one bed",2199651,Arthur,,Haight Ashbury,37.77436246,-122.4482737,Entire home/apt,125,3,0,,,1,0
15974066,Spacious Haight-Ashbury Room,14357483,Liam,,Haight Ashbury,37.7693249,-122.4442007,Private room,74,2,0,,,1,7
6749830,2 BR Home in San Francisco,35340793,Monica,,Haight Ashbury,37.76084384,-122.4494055,Entire home/apt,500,3,7,1/2/2016,0.34,1,0
17330740,Peaceful Classic San Francisco Victorian Room,739859,Jeff,,Haight Ashbury,37.76976627,-122.448241,Private room,100,2,0,,,3,90
10058568,Central San Francisco luxury,31021771,Ryan,,Haight Ashbury,37.76719266,-122.448238,Entire home/apt,215,30,4,2/16/2017,0.37,1,61
130565,Large flat in Cole Valley (w/cat),642739,Margaret,,Haight Ashbury,37.76570437,-122.448585,Entire home/apt,350,5,6,1/1/2016,0.09,1,365
8933606,Haight/Castro + Big Deck with View,370518,Brent,,Haight Ashbury,37.77052401,-122.4380861,Private room,89,2,27,1/1/2017,1.68,2,0
13466982,Beautiful Home on Golden Gate Park!,12612046,Eric,,Haight Ashbury,37.77391117,-122.4454025,Private room,157,1,4,2/2/2017,0.58,1,162
16416050,Stunning Victorian Penthouse,6891075,Ryan,,Haight Ashbury,37.77596146,-122.4429545,Entire home/apt,400,1,3,2/26/2017,3,2,146
4046133,"Huge Master Bedroom (quiet, clean)",4266280,Michael,,Haight Ashbury,37.77141788,-122.4496591,Private room,115,14,0,,,1,0
8584491,Quiet Room with View - Duboce Park,2559337,Brian,,Haight Ashbury,37.76907742,-122.4366434,Private room,125,3,1,3/4/2016,0.08,1,364
10944402,Spacious Bright Apartment in NOPA,730606,Shahed,,Haight Ashbury,37.77352284,-122.4516266,Private room,195,1,0,,,1,0
2965351,2 BR Cole Valley Flat,15130772,Lora,,Haight Ashbury,37.76250217,-122.44936,Entire home/apt,220,2,22,2/9/2017,0.67,1,0
9633626,Panhandle Family Flat,22784261,Jj,,Haight Ashbury,37.77488365,-122.4399882,Entire home/apt,350,1,0,,,1,0
8781629,Ashbury Heights Studio with Deck,18069846,Renee,,Haight Ashbury,37.76807541,-122.4452056,Entire home/apt,150,2,14,1/5/2017,0.87,1,0
14554419,Bright private room in shared flat of house.,8565424,Jennifer,,Haight Ashbury,37.77404652,-122.4476893,Private room,90,2,3,10/11/2016,0.46,1,254
